"Id","Sales"
8561,4115.88304057588
20545,4104.06684512401
32529,4161.8211338898
2569,5308.85785427892
14553,5700.1153119218
26537,5702.37175705885
38521,5707.66721517716
7705,3744.88755595751
19689,3749.32393572683
31673,3746.17366224343
1713,4730.81815738766
13697,4970.3435387292
25681,5023.59717524112
37665,5073.53636415324
6849,3706.98215819754
18833,3721.04105715803
30817,3746.40971658657
857,4693.85085692276
12841,4789.50687266231
24825,4735.60126191167
36809,4832.29358977717
5993,3680.18274610259
17977,3867.67592889047
29961,3877.45376693572
1,4432.73027031877
11985,4601.0786141478
23969,4544.98376896339
35953,4561.06183588584
5137,3826.02168250721
17121,3845.83803231598
29105,3814.79886916333
11129,4641.59520322393
23113,4465.52769414945
35097,4546.25803297411
4281,4138.52641571121
10273,4087.59074676978
16265,4229.30078454431
22257,4096.24508057149
28249,4179.92160884304
34241,4141.24446461549
40233,4239.25995134724
8562,6046.52851146413
20546,5959.01717556437
32530,6091.22410070659
2570,10152.6787932784
14554,11182.0902157028
26538,10095.6669285343
38522,10065.6432887274
7706,5911.3047363773
19690,5756.21658384629
31674,5851.08731807023
1714,9434.05796999979
13698,9484.66507507848
25682,9382.57861453
37666,9384.95271001871
6850,5857.64363378823
18834,5659.09510695521
30818,5782.68248340055
858,8943.70017696155
12842,8690.7291681995
24826,8350.62847483616
36810,8378.36813481878
5994,5876.71550095124
17978,5776.00375417485
29962,5826.22453026421
2,8333.56849771267
11986,8558.95068383343
23970,8134.58276180495
35954,8174.8211465803
5138,6022.05444261577
17122,6518.32006527708
29106,6127.06695324717
11130,8629.32191585382
23114,8222.6335546962
35098,8239.36269112121
4282,5060.02787510772
10274,5025.93547700998
16266,4884.61287776152
22258,4772.16083899456
28250,4734.74245621416
34242,4932.81284145622
40234,5133.32936384738
8563,7157.75489350783
20547,7602.69520236832
32531,7723.85979669743
2571,10622.9360734999
14555,11547.3730001969
26539,11327.8465731318
38523,11455.2631679391
7707,6879.86031210527
19691,7043.38160185265
31675,7308.57505746758
1715,9462.70072293062
13699,9887.74732119812
25683,9908.69770354191
37667,9993.41706111569
6851,6760.55179069669
18835,6781.59177480736
30819,7188.6261237986
859,9097.38849905655
12843,9147.11290212979
24827,9221.15624332168
36811,9258.92814728633
5995,6841.97372588316
17979,6989.06545108208
29963,7140.25176818872
3,8802.49870888209
11987,9101.9865245291
23971,9154.2793912647
35955,9230.58873912614
5139,7162.92094643171
17123,7633.28268524381
29107,7405.13810765433
11131,9127.06077737838
23115,9192.3617094236
35099,9229.63680613302
4283,5543.44829395777
10275,5501.55256843861
16267,5600.74049459914
22259,5575.53068471194
28251,5565.32803186608
34243,5603.10868378863
40235,5674.99331932697
8564,4766.01086227527
20548,4880.94609287425
32532,4882.08217994422
2572,8158.13491352302
14556,8322.14434214425
26540,8202.24181955552
38524,8269.89385000783
7708,4449.60490535558
19692,4527.9414369038
31676,4531.53928255833
1716,6720.90148663997
13700,6663.28846080142
25684,6785.00899397369
37668,6703.49739628722
6852,4389.70587634067
18836,4411.95600162772
30820,4466.44058934223
860,6349.85908862649
12844,6347.20173703748
24828,6444.13796884239
36812,6476.47644899349
5996,4556.92336714596
17980,4749.09482495832
29964,4759.32877083929
4,6429.28067477933
11988,6431.13937528498
23972,6536.08459716234
35956,6580.41911987364
5140,4642.11507420716
17124,4772.79454106775
29108,4631.83963928759
11132,6246.65847961523
23116,6300.6171114841
35100,6320.40511999208
4284,3034.19380910765
10276,3057.98245531061
16268,3119.55711970758
22260,3085.72310058793
28252,3070.70314907372
34244,3075.9622422813
40236,3138.32821228999
8565,5793.25217438538
20549,5846.86643230992
32533,5885.1171140367
2573,9299.60691131822
14557,9507.18435193467
26541,9491.19596729509
38525,9443.3843116029
7709,5293.45794458305
19693,5230.45556725556
31677,5243.6694638553
1717,7201.1771755511
13701,7266.2266060262
25685,7493.44227625179
37669,7164.24767195071
6853,5250.05641176791
18837,5203.21340237197
30821,5229.94110326274
861,6502.6093788264
12845,6575.77870304588
24829,6554.3437146401
36813,6624.84567880748
5997,5197.30208426684
17981,5274.01902230814
29965,5332.40585885282
5,6517.84272066933
11989,6548.55765016283
23973,6507.29583733525
35957,6488.12437873938
5141,5972.17774083787
17125,6065.44583359546
29109,5492.59768240654
11133,6663.60715291072
23117,6591.43847466883
35101,6514.26968081938
4285,5379.3970216499
10277,5319.74152103222
16269,5283.18356325588
22261,5237.50404723404
28253,5301.92841097429
34245,5228.87926537566
40237,5330.44832366371
8566,5071.13765892533
20550,5001.26254400861
32534,5132.05520819235
2574,7255.35725381266
14558,7258.93289761356
26542,7420.24186937105
38526,7341.47817586949
7710,4691.56536945833
19694,4660.35524277904
31678,4709.6617719228
1718,6173.18527111344
13702,6084.55153275287
25686,6189.7096478661
37670,6218.94351132833
6854,4679.07648828368
18838,4646.97174703655
30822,4701.97402638965
862,5521.10075265051
12846,5525.79980290426
24830,5797.03586969643
36814,5913.79836236376
5998,4575.41584031684
17982,4633.30156528679
29966,4728.3725908174
6,5727.53705682616
11990,5683.42766554687
23974,5792.55992700323
35958,5820.8986242994
5142,5326.98700094069
17126,5127.01402269363
29110,5006.20816132427
11134,5669.56532946418
23118,5675.64975049893
35102,5756.91988313011
4286,4367.87375236675
10278,4348.1778561377
16270,4406.74792791925
22262,4306.86519013226
28254,4325.35297032201
34246,4381.52351695946
40238,4367.71000971348
8567,6764.51635978127
20551,7030.06108089886
32535,6963.70343534855
2575,9624.20182640626
14559,11185.8700466914
26543,9779.48432523849
38527,9981.35703562521
7711,6538.64626362975
19695,6815.1718347243
31679,6721.78176926211
1719,8653.58903783687
13703,8898.04366237597
25687,8844.4855074437
37671,8863.5798661861
6855,6518.2513597612
18839,6782.57550568402
30823,6714.23878698427
863,9200.5337318964
12847,9047.62129252913
24831,8790.81164041698
36815,8870.74777722548
5999,6543.37509115927
17983,6771.93500619165
29967,6622.4225014141
7,8558.30396000797
11991,8825.15067043801
23975,8506.76570261024
35959,8524.18683839665
5143,6734.85097873525
17127,7011.79914119363
29111,6656.18852939867
11135,8724.48178901122
23119,8460.69757917339
35103,8458.43419754572
4287,6046.59440212698
10279,6045.33341826017
16271,6051.69019960028
22263,6047.41479472848
28255,6056.96248590941
34247,6067.969179336
40239,6168.34294982996
8568,6459.4253330401
20552,6533.87423815559
32536,6567.71637016928
2576,10301.0440693354
14560,11646.556523489
26544,10623.7461090853
38528,10752.7195782623
7712,6341.14777244803
19696,6477.85907018028
31680,6422.849704344
1720,8988.02591874567
13704,9095.85516243971
25688,9212.18620635933
37672,9178.03613067479
6856,6280.79735353481
18840,6421.63325934696
30824,6348.48843463752
864,8786.75618063733
12848,8710.97837927156
24832,8492.41832722711
36816,8564.42252266913
6000,6335.58801093674
17984,6468.80389368105
29968,6380.80126395279
8,8431.09302173628
11992,8716.10106740723
23976,8425.64679307031
35960,8413.30291759767
5144,6387.39176723191
17128,6824.94401786838
29112,6479.42123994889
11136,8751.2022907564
23120,8473.24557513816
35104,8487.32874348632
4288,5953.33177835237
10280,5923.96362779216
16272,6043.23260473208
22264,5976.904987597
28256,5925.62122867829
34248,6004.91114533046
40240,6007.00874136014
8569,3869.24021347582
20553,3872.70860591239
32537,3948.65199812497
2577,7618.67507941644
14561,8166.2912124218
26545,7789.5877348445
38529,7675.86058142061
7713,3649.45351702177
19697,3670.98806626099
31681,3711.81588911068
1721,6237.96974624374
13705,6420.42406407858
25689,6466.89976862348
37673,6486.93274399848
6857,3704.52706644603
18841,3719.18150189229
30825,3773.77428673419
865,6320.75825335602
12849,6151.86092381719
24833,6259.66522243555
36817,6318.17795222976
6001,3941.49236600113
17985,3993.52504891794
29969,4031.76825604379
9,6166.47315446991
11993,5834.32763824021
23977,5934.26888789714
35961,5997.97353263664
5145,4025.1288360163
17129,4151.81525064009
29113,4060.96974710746
11137,6230.38063002105
23121,6286.41276439338
35105,6328.84405153943
4289,4506.47641617742
10281,4377.30352200083
16273,4463.6172923228
22265,4429.93775167554
40241,4577.76869065455
8570,4661.00422685888
20554,4639.66649468431
32538,4698.75466573541
2578,7475.55504563148
14562,8700.39085155737
26546,7511.2735679064
38530,7527.20975061976
7714,4316.74955317089
19698,4291.54919602074
31682,4361.86931762532
1722,6198.98106801185
13706,6087.46059871784
25690,6310.10290412344
37674,6280.3952621797
6858,4300.61530766012
18842,4289.66016384414
30826,4355.11085272312
866,5818.84054750659
12850,5766.79772153682
24834,5824.59960620819
36818,5847.45533599867
6002,4185.50578475099
17986,4277.13584716432
29970,4370.95714226718
10,5754.16802232607
11994,5713.30417154258
23978,5752.23893778985
35962,5759.97129490933
5146,4730.80300764829
17130,4952.72140658573
29114,4633.13996908276
11138,5730.26997688862
23122,5692.65240288546
35106,5705.00701875717
4290,3397.63200430859
10282,3388.32184725298
16274,3450.71774376882
22266,3368.42997399851
28258,3365.28506487735
34250,3342.27281745489
40242,3426.77258801734
8571,5791.43768688311
20555,5926.08489552878
32539,5838.32247657359
2579,8739.26114341591
14563,10279.4582605071
26547,8945.34015877619
38531,8958.56864833076
7715,5368.58587376419
19699,5442.868788801
31683,5351.16885213484
1723,7267.58960841209
13707,7446.62800638358
25691,7602.70207186301
37675,7483.22538044064
6859,5363.22258844774
18843,5460.75555106571
30827,5357.70420375134
867,6983.54564743125
12851,6977.92418292733
24835,7041.82969286148
36819,7094.77840056332
6003,5422.59955160849
17987,5502.62708998737
29971,5399.07526808715
11,7068.291309306
11995,7001.74940883863
23979,7058.818703568
35963,7117.88300896514
5147,5982.88949789738
17131,6117.60970187241
29115,5745.13254559367
11139,7266.48699541615
23123,7309.10644111409
35107,7339.7645038445
4291,5439.74795023829
10283,5416.50792113293
16275,5564.49284260103
22267,5430.73377206568
28259,5394.16835272052
34251,5435.41138817507
40243,5551.41567912871
8572,6585.5759337519
20556,6498.29351383051
32540,6622.09649762723
2580,9886.62006781199
14564,10470.5711695686
26548,10150.6146265102
38532,10278.7733751115
7716,6326.87213835616
19700,6223.23938840222
31684,6319.51891156814
1724,8927.33001015703
13708,9060.52969160044
25692,9071.29888565448
37676,9125.65980378279
6860,6208.24502270022
18844,6133.1342325369
30828,6232.88841752962
868,8452.89898364642
12852,8376.41064179459
24836,8142.0797578449
36820,8321.5199301665
6004,6301.53605633833
17988,6210.20047558287
29972,6265.46627357632
12,8333.70172787966
11996,8367.76460669654
23980,8149.52288279543
35964,8189.64772817572
5148,6417.24867397832
17132,6657.3451964834
29116,6595.36562460996
11140,8419.76985405675
23124,8241.33043247363
35108,8266.60256938911
4292,5578.27169516097
10284,5564.28360690475
16276,5637.6575321719
22268,5558.29689199623
28260,5538.11400860549
34252,5609.09252801067
40244,5667.33468144391
8573,5395.17041744803
20557,5417.27924083471
32541,5472.86731431114
2581,8817.58075765613
14565,9127.44608368547
26549,8862.93374164419
38533,8780.8699439902
7717,5081.32288815646
19701,5169.47330461995
31685,5119.41947520824
1725,7231.4750885048
13709,7367.12167159154
25693,7527.88938560828
37677,7302.13558215263
6861,5075.35962196383
18845,5136.46263448713
30829,5094.86414276755
869,6881.96171846756
12853,6875.75423663878
24837,6900.85916396199
36821,6983.86457163328
6005,5136.32550008571
17989,5301.13258217609
29973,5162.86709770052
13,6926.55152445182
11997,6809.30092768801
23981,6750.7157118907
35965,6835.3573005151
5149,5685.87117416246
17133,5800.09091959736
29117,5291.2971497172
11141,6841.2444720013
23125,6814.94035948705
35109,6856.1593164392
4293,4168.16198038373
10285,4176.51833775891
16277,4326.00029071411
22269,4147.02323832735
28261,4150.05267072548
34253,4185.11207543964
40245,4205.94079544187
8574,7217.21518382177
20558,7359.03390513158
32542,7376.24398307611
2582,9918.64979320387
14566,10443.6101574686
26550,10070.0098169536
38534,10117.0640835966
7718,6952.27346518523
19702,7066.49561425255
31686,7082.29276107444
1726,8849.37761760631
13710,8969.87994749773
25694,8963.17432354878
37678,9117.32959275246
6862,6784.01294990925
18846,6893.93518715744
30830,6924.14621131232
870,8765.74958118779
12854,8515.31324117761
24838,8630.26842869776
36822,8761.64424658534
6006,7130.12445209501
17990,7189.83391440565
29974,7193.86532741721
14,8447.34305663471
11998,8500.50158125606
23982,8491.94520302702
35966,8609.78934980261
5150,6507.13082972612
17134,6842.26032951216
29118,6690.87257785922
11142,8372.60298833634
23126,8330.69037194172
35110,8420.07379234379
4294,5940.03678886552
10286,5811.25327816341
16278,5864.0564229695
22270,5852.02029019302
34254,5901.94172029662
40246,5958.53460321754
8575,4229.81851930944
20559,4176.39583653428
32543,4253.49513165169
2583,8599.2691712187
14567,9470.14113730466
26551,8505.49321492007
38535,8822.09244879886
7719,3947.31802537697
19703,3921.216453074
31687,3944.67762346792
1727,6602.55116112634
13711,6642.68636291102
25695,6867.85527903331
37679,6889.79642357437
6863,4088.75328666438
18847,4079.26286859028
30831,4062.86782153997
871,6124.46562991233
12855,5920.60216197178
24839,6060.29150360626
36823,6182.1059476771
6007,4072.46009060562
17991,4120.08175815765
29975,4180.0022108883
15,6173.04815284669
11999,5927.32554110347
23983,5954.33452783106
35967,6061.78820739764
5151,4467.80373929211
17135,4465.75315585349
29119,4383.03669742772
11143,6219.9249315882
23127,6144.72892035527
35111,6196.79220006535
4295,5594.61524507531
10287,5528.01978698266
16279,5452.19873399717
22271,5389.12230339785
28263,5344.78912422057
34255,5336.92278685343
40247,5424.45037649808
8576,4085.78793952363
20560,4127.87293497123
32544,4135.6946489505
2584,6519.0950873495
14568,6796.06424744698
26552,6661.07624348554
38536,6661.86081813963
7720,3967.89004355174
19704,3978.20549205008
31688,3986.45589650548
1728,5082.47096424862
13712,4957.6319070043
25696,5134.72598344883
37680,5326.15068371837
6864,3933.30471556815
18848,3946.5698626511
30832,3956.72323306609
872,4964.82150800689
12856,5048.6751691114
24840,5062.60650086233
36824,5087.1060581699
6008,3976.68561641091
17992,3995.1902844905
29976,3994.869756886
16,4983.58992576779
12000,5056.56851176115
23984,4980.82652310341
35968,5051.88172835663
5152,4132.17649615773
17136,4302.87167148588
29120,4250.16162763793
11144,5145.94159159889
23128,5106.98385342566
35112,5145.13899891592
4296,3300.43695083737
10288,3299.93215513586
16280,3367.56714186533
22272,3281.46452041004
34256,3322.52914866297
40248,3390.13349808675
8577,4495.06897005785
20561,4519.87184874383
32545,4493.19553027098
2585,7888.02064718241
14569,8256.32025505315
26553,8104.79477975213
38537,8160.59113396688
7721,3986.57955338456
19705,4069.17864044964
31689,4125.98876512013
1729,5763.48004334396
13713,6126.99129230113
25697,6115.60433927334
37681,6156.1531775442
6865,4107.92948753674
18849,4142.21264423588
30833,4175.94209090556
873,5573.13034262889
12857,5545.64978590909
24841,5783.98448096652
36825,5872.25804456194
6009,4359.50754766802
17993,4325.90865446596
29977,4335.14100699621
17,5590.01306784904
12001,5540.8012741498
23985,5754.03089741624
35969,5777.9295620831
5153,4620.52746587409
17137,4686.10626215444
29121,4625.55105952424
11145,5617.25580619317
23129,5755.08012469445
35113,5796.61456739349
4297,4172.74757829037
10289,4218.89721593078
16281,4320.08800840743
22273,4253.37284974104
28265,4294.46976261434
34257,4213.70467936637
40249,4273.79778462144
8578,7582.41968799813
20562,7660.71817227053
32546,7704.70319590715
2586,12186.063979554
14570,14368.7993724513
26554,12630.1165967142
38538,12504.765345672
7722,7247.05269444929
19706,7289.42629741051
31690,7333.19595257751
1730,10350.9228818202
13714,10334.5160106342
25698,10599.3200378996
37682,10616.1813159014
6866,7157.39040433914
18850,7167.75332968184
30834,7207.65562645513
874,9907.10483326504
12858,9918.25416559125
24842,9788.33382717534
36826,9823.26557698326
6010,7242.56175354343
17994,7334.35001583364
29978,7332.9620055328
18,9776.14126059946
12002,9872.16152984987
23986,9759.72659370029
35970,9769.98107210803
5154,7632.69639642519
17138,8169.29374879981
29122,7700.1314446259
11146,9939.39620941861
23130,9762.01798141866
35114,9797.37414353106
4298,7144.13438901592
10290,7017.07239206351
16282,6938.3404550973
22274,6866.79207219462
28266,6937.03859518045
34258,6975.33053562397
40250,6972.03959016451
8579,9998.01694804512
20563,10186.0381094166
32547,10278.4001067143
2587,13449.1343438204
14571,14722.2665821749
26555,13765.5779233034
38539,13720.1362316296
7723,8828.56790809924
19707,8268.41599859152
31691,8727.59557587421
1731,12221.0893775545
13715,13023.7247440947
25699,12171.8453567276
37683,12063.2720147764
6867,8601.22188427989
18851,8066.15063170988
30835,8550.84900422228
875,11278.5961547571
12859,11390.6446836704
24843,11225.4814216066
36827,11231.3022260357
6011,8537.77568487728
17995,8946.44690750361
29979,8711.09448990282
19,11128.0497567876
12003,11422.0926182144
23987,11073.2799180831
35971,11135.3711933106
5155,8301.3203333729
17139,9887.61459791731
29123,8704.83187604868
11147,10793.026774271
23131,10472.5619429605
35115,10385.837344114
4299,7797.32817571874
10291,7991.42988095946
16283,8911.35213289202
22275,7702.59361188325
28267,7891.37328346053
34259,7712.93905205584
40251,8179.85546234707
8580,7439.45461211194
20564,7403.54669659563
32548,7449.47872565634
2588,12884.3251000027
14572,15743.6087739903
26556,13157.0281107344
38540,13151.7594136255
7724,6780.9094260146
19708,6734.55224118173
31692,6785.04152959162
1732,11379.723790265
13716,11588.6849941896
25700,11560.5586809976
37684,11580.9359562582
6868,6818.28660572492
18852,6816.05936272927
30836,6837.63086914251
876,10393.9503084831
12860,10486.7128934733
24844,10438.9365425862
36828,10480.5985900564
6012,6817.10080686543
17996,6766.86726517486
29980,6801.02538704272
20,10336.1964268106
12004,10289.6481357921
23988,10185.7155401828
35972,10267.8079654207
5156,6740.67834644712
17140,7187.46834652659
29124,6832.48626896924
11148,10148.6447232967
23132,10064.9614519942
35116,10111.8413598143
4300,6140.43477421842
10292,6020.88626746271
16284,6110.11202078417
22276,6027.77630050075
28268,6063.67037428549
34260,6189.65732397357
40252,6058.05898469968
8581,6314.8662688581
20565,6327.55606529394
32549,6360.05069961171
2589,11245.6591585052
14573,11817.9822148486
26557,11502.1931280928
38541,11470.1063467139
7725,6010.16751376808
19709,5937.3077001595
31693,5977.59266825017
1733,8181.96021896127
13717,8361.60464286621
25701,8286.27340570835
37685,8265.64020490603
6869,6028.00448600674
18853,5988.16769034585
30837,6010.5327910116
877,7753.28296169843
12861,7897.82843399395
24845,7886.69382200021
36829,7930.70051621228
6013,6092.35415324733
17997,6025.07972241582
29981,6020.22559661964
21,7591.04397327065
12005,7778.42582481439
23989,7759.03410591511
35973,7797.30234578526
5157,6414.75592461214
17141,6721.24408362316
29125,6428.68878855415
11149,7944.41041243137
23133,7891.52569755526
35117,7865.6909623715
4301,6702.10158444977
10293,6676.71370781671
16285,6809.23206303474
22277,6650.13206343481
28269,6670.64473495074
34261,6696.5063492845
40253,6727.79354781149
8582,3971.85993630345
